# 
# This file contains the parameter values of the Design Points successfully updated by Ansys Workbench.
# Project name: infiltration
# Creation date: 07/17/2025 08:22:42
# 
# 07/17/2025 08:22:42
# The parameters defined in the project are:
# ,P1 - Sizing Element Size [m]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1
DP 0,0
